,preprocessing_without_emoticons,preprocessing_with_emoticons,class
17182,"['hate', 'mone', 'davis', 'commercial', 'bitch', 'gonna', 'end', 'either', 'dyke', 'loser', 'like', 'every', 'female']","['hate', 'mone', 'davis', 'commercial', 'bitch', 'gonna', 'end', 'either', 'dyke', 'loser', 'like', 'every', 'female']",1
17183,"['zebra', 'amongst', 'sheep']","['zebra', 'amongst', 'sheep']",2
17184,"['right', 'spam', 'eating', 'pussy', 'might', 'well', 'eat', 'as', 'http']","['right', 'spam', 'eating', 'pussy', 'might', 'well', 'eat', 'ASS', 'http']",1
17185,"['let', 'chain', 'hang', 'low', 'two', 'chain', 'gold', 'chain', 'keep', 'chain', 'ana', 'hoe', 'nigga', 'staring', 'chai']","['let', 'chain', 'hang', 'low', 'two', 'chain', 'gold', 'chain', 'keep', 'chain', 'ana', 'hoe', 'nigga', 'staring', 'chai']",1
17186,"['proof', 'thots', 'retarded']","['proof', 'thots', 'retarded']",0
17187,"['bend', 'buy', 'make', 'nigger']","['bend', 'buy', 'make', 'nigger', '!']",0
17188,"['trashtalking', 'athlete', 'v', 'violent', 'congressman', 'real', 'thug', 'via']","['trashtalking', 'athlete', 'v', 'violent', 'congressman', 'real', 'thug', 'via']",1
17189,"['nice', 'body', 'part', 'ugly', 'bitch', 'worst']","['nice', 'body', 'part', 'ugly', 'bitch', 'worst']",1
17190,"['care', 'tho', 'cracker']","['care', 'tho', 'cracker']",0
17191,"['find', 'turtle', 'find', 'hoe']","['find', 'turtle', 'find', 'hoe', '!']",1
17192,"['girl', 'talk', 'sex', 'social', 'medium', 'hoe']","['girl', 'talk', 'sex', 'social', 'medium', 'hoe']",1
17193,"['phil', 'simms', 'pussy']","['phil', 'simms', 'pussy']",1
17194,"['screw', 'hoe']","['screw', 'hoe']",1
17195,"['silencer', 'bitch', 'make', 'sound']","['silencer', 'bitch', 'make', 'sound']",1
17196,"['lib', 'hypocrisy', 'alert', 'ban', 'bossy', 'bitch', 'okay']","['lib', 'hypocrisy', 'alert', '🚨', 'ban', 'bossy', 'bitch', 'okay', '!']",1
17197,"['today', 'hair', 'makeup', 'always', 'try', 'make', 'look', 'like', 'monkey']","['today', 'hair', 'makeup', 'always', 'try', 'make', 'look', 'like', 'monkey']",2
17198,"['freeze', 'bitch', 'gonna', 'steal', 'heart']","['freeze', 'bitch', 'gonna', 'steal', 'heart']",1
17199,"['sideline', 'bitch', 'tell', 'everything', 'need', 'hear', 'listen', 'ultimately', 'want', 'man', 'dgaf']","['sideline', 'bitch', 'tell', 'everything', 'need', 'hear', 'listen', 'ultimately', 'want', 'man', 'dgaf']",1
17200,"['cute', 'little', 'pet', 'name', 'ex', 'like', 'as', 'monkey', 'douchetard', 'butterball', 'dont', 'know']","['cute', 'little', 'pet', 'name', 'ex', 'like', 'as', 'monkey', 'douchetard', 'butterball', 'dont', 'know']",1
17201,"['back', 'elementary', 'school', 'line', 'leader', 'everybody', 'else', 'bitch']","['back', 'elementary', 'school', 'line', 'leader', 'everybody', 'else', 'bitch']",1
17202,"['somewhere', 'world', 'bitch', 'ordering', 'rose', 'look', 'like', 'lonely', 'bitch', 'office']","['somewhere', 'world', 'bitch', 'ordering', 'rose', 'look', 'like', 'lonely', 'bitch', 'office']",1
17203,"['twitter', 'bird', 'logo', 'join', 'egg', 'home', 'button', 'birdhouse', 'jus']","['twitter', 'bird', 'logo', 'join', 'egg', 'home', 'button', 'birdhouse', 'jus']",2
17204,"['nigga', 'got', 'slept', 'faggot', 'sue', 'run', 'one', 'watch', 'ya', 'back', 'lol', 'like', 'pe']","['nigga', 'got', 'slept', 'faggot', 'sue', 'run', 'one', 'watch', 'ya', 'back', 'LOL', 'JUST', 'LIKE', 'THE', 'PE']",1
17205,"['found', 'megacarrot', 'store', 'today', 'retweets', 'shove', 'pussy', 'pic']","['found', 'megacarrot', 'store', 'today', '!', 'retweets', 'shove', 'pussy', 'pic', '!', '!', '!']",1
17206,"['asshole', 'mother', 'shoved', 'coat', 'hanger', 'pussy', 'gouged', 'death', 'harmless', 'fetus', 'http']","['asshole', 'mother', 'shoved', 'coat', 'hanger', 'pussy', 'gouged', 'death', 'harmless', 'fetus', 'http']",1
17207,"['sister', 'shittin', 'ho', 'wodeh', 'bout', 'dat', 'action']","['sister', 'shittin', 'ho', 'wodeh', 'bout', 'dat', 'action']",1
17208,"['model', 'hoe', 'town']","['model', 'hoe', 'town']",1
17209,"['right', 'job', 'well', 'rsum', 'bitch', 'dude', 'written', 'napkin', 'b']","['right', 'job', 'well', 'résumé', 'bitch', 'dude', 'written', 'napkin', 'b']",1
17210,"['go', 'dumb', 'bitch', 'dumb', 'dance']","['go', 'dumb', 'bitch', 'dumb', 'dance']",1
17211,"['bruh', 'yall', 'bitch', 'lucky', 'realize', 'tisk', 'tisk']","['bruh', 'yall', 'bitch', 'lucky', 'realize', 'TISK', 'TISK']",1
17212,"['idk', 'really', 'man', 'surely', 'trash', 'rapper']","['idk', 'really', 'man', 'surely', 'trash', 'rapper']",2
17213,"['nigga', 'kanye', 'looking', 'ice', 'cream', 'like', 'hoe', 'as', 'ice', 'cream', 'aint', 'cold', 'kanye']","['nigga', 'kanye', 'looking', 'ice', 'cream', 'like', 'hoe', 'as', 'ice', 'cream', 'aint', 'cold', 'kanye']",1
17214,"['get', 'bed', 'bitch', 'dream', 'happy', 'dream']","['get', 'bed', 'bitch', 'dream', 'happy', 'dream']",1
17215,"['dumb', 'hoe', 'moving', 'snail', 'pace', 'life', 'im', 'coo']","['dumb', 'hoe', 'moving', 'snail', 'pace', 'life', 'im', 'coo']",1
17216,"['love', 'big', 'booty', 'bitch']","['love', 'big', 'booty', 'bitch', '!']",1
17217,"['yalls', 'aint', 'nun', 'fat', 'bitch', 'jumped', 'yall', 'trip']","['yalls', 'aint', 'nun', 'fat', 'bitch', 'jumped', '!', 'yall', 'trip']",1
17218,"['pic', 'happen', 'side', 'bitch']","['pic', 'happen', 'side', 'bitch']",1
17219,"['would', 'rather', 'live', 'trash', 'make', 'work', 'good', 'woman']","['would', 'rather', 'live', 'trash', 'make', 'work', 'good', 'woman']",1
17220,"['remember', 'got', 'crush', 'aim', 'screenname', 'felt', 'fuzzy', 'inside', 'stared', 'screen', 'figured']","['remember', 'got', 'crush', 'aim', 'screenname', 'felt', 'fuzzy', 'inside', 'stared', 'screen', 'figured']",2
17221,"['saw', 'man', 'yellow', 'trench', 'coat', 'matching', 'fedora', 'iwatch', 'dick']","['saw', 'man', 'yellow', 'trench', 'coat', 'matching', 'fedora', 'iwatch', 'dick']",1
17222,"['bitch', 'fake', 'shit']","['bitch', 'fake', 'shit']",1
17223,"['wifi', 'stronger', 'half', 'hoe', 'relationship', 'lol']","['wifi', 'stronger', 'half', 'hoe', 'relationship', 'lol']",1
17224,"['go', 'hoe', 'dog']","['go', 'hoe', 'dog']",1
17225,"['yeah', 'hoe', 'baby', 'innocent', 'lol', 'gabriella', 'still', 'got', 'sister', 'birthd']","['yeah', 'hoe', '!', 'baby', 'innocent', 'lol', 'gabriella', 'still', 'got', 'sister', 'birthd']",2
17226,"['nigger', 'tattoo', 'show', 'horrible']","['nigger', 'tattoo', 'show', 'horrible']",0
17227,"['one', 'stressful', 'lot', 'bitch', 'seem', 'stressful']","['one', 'stressful', 'lot', 'bitch', 'seem', 'stressful']",1
17228,"['care', 'pretty', 'personality', 'trash', 'men', 'going', 'treat', 'accordingly', 'tru']","['care', 'pretty', 'personality', 'trash', 'men', 'going', 'treat', 'accordingly', 'tru']",2
17229,"['hard', 'keep', 'hoe']","['hard', 'keep', 'hoe']",1
17230,"['uncle', 'leo', 'find', 'iwatch', 'trash']","['uncle', 'leo', 'find', 'iwatch', 'trash']",2
17231,"['bitch', 'say', 'hi', 'bae']","['bitch', 'say', 'hi', 'bae']",1
17232,"['wya', 'bitch']","['wya', 'bitch']",1
17233,"['whole', 'week', 'trash']","['whole', 'week', 'trash']",2
17234,"['fuck', 'wit', 'u', 'tweakin', 'hoe']","['fuck', 'wit', 'u', 'tweakin', 'hoe']",1
17235,"['cannot', 'fuck', 'broke', 'bitch']","['cannot', 'fuck', 'broke', 'bitch', '!', '💯']",1
17236,"['bad', 'bitch', 'whyre', 'wearing', 'sneaker']","['bad', 'bitch', 'whyre', 'wearing', 'sneaker']",1
17237,"['man', 'hoe', 'know', 'laugh']","['man', 'hoe', 'know', '😂', '💰', '💶', '💸']",1
17238,"['hoe', 'aint', 'loyal', 'mane', 'rotate']","['hoe', 'aint', 'loyal', 'mane', 'rotate']",1
17239,"['whole', 'week', 'trash']","['whole', 'week', 'trash']",2
17240,"['hoe', 'aint', 'shit', 'superficial', 'bitch']","['hoe', 'aint', 'shit', 'superficial', 'bitch']",1
17241,"['bitch', 'try', 'get', 'crazy', 'tomorrow']","['bitch', 'try', 'get', 'crazy', 'tomorrow']",1
17242,"['thus', 'endeth', 'warm', 'fuzzy', 'holiday', 'lesson', 'never', 'take', 'love', 'granted', 'gone', 'flash']","['thus', 'endeth', 'warm', 'fuzzy', 'holiday', 'lesson', 'never', 'take', 'love', 'granted', 'gone', 'flash']",2
17243,"['good', 'girl', 'say', 'hoe']","['good', 'girl', 'say', 'hoe']",1
17244,"['girlfriend', 'like', 'bitch', 'talk', 'bitch']","['girlfriend', 'like', 'bitch', 'talk', 'bitch']",1
17245,"['see', 'hoe', 'talking', 'bae', 'even', 'level']","['see', 'hoe', 'talking', 'bae', 'even', 'level']",1
17246,"['give', 'man', 'pussy', 'give', 'relationship']","['give', 'man', 'pussy', 'give', 'relationship']",1
17247,"['eating', 'woman', 'pussy', 'good', 'soul']","['eating', 'woman', 'pussy', 'good', 'soul']",1
17248,"['want', 'lick', 'one', 'lucky', 'healthy', 'clean', 'woman', 'pussy', 'tonight', 'totally', 'change', 'life', 'view', 'men', 'forever']","['want', 'lick', 'one', 'lucky', 'HEALTHY', 'CLEAN', 'woman', 'pussy', 'tonight', 'totally', 'change', 'life', 'view', 'men', 'forever', '!']",1
17249,"['jesus', 'turn', 'water', 'wine', 'instagram', 'turn', 'busted', 'bitch', 'dime']","['jesus', 'turn', 'water', 'wine', 'instagram', 'turn', 'busted', 'bitch', 'dime']",1
17250,"['sex', 'fact', 'lot', 'woman', 'say', 'getting', 'as', 'eaten', 'feel', 'better', 'getting', 'pussy', 'eaten']","['SEX', 'FACT', 'lot', 'woman', 'say', 'getting', 'as', 'eaten', 'feel', 'better', 'getting', 'pussy', 'eaten']",1
17251,"['bitch', 'shady', 'oh', 'god', 'laugh', 'laugh']","['bitch', 'shady', 'oh', 'god', '😂', '😂']",1
17252,"['dating', 'sensitive', 'bitch', 'insult', 'expect', 'insulted', 'back']","['dating', 'sensitive', 'bitch', 'insult', 'expect', 'insulted', 'back']",1
17253,"['pas', 'chance', 'hot', 'faithful', 'girl', 'cause', 'single', 'life', 'hoe', 'mind', 'plain', 'dumb']","['pas', 'chance', 'hot', 'faithful', 'girl', 'cause', 'single', 'life', 'hoe', 'mind', 'plain', 'dumb']",1
17254,"['bitch', 'ungrateful']","['bitch', 'ungrateful', '😩', '💔']",1
17255,"['u', 'go', 'baes', 'phone', 'hoe']","['u', 'go', 'baes', 'phone', 'hoe']",1
17256,"['oh', 'saturday', 'funny', 'time', 'better', 'redneck', 'necognize']","['oh', 'saturday', 'funny', 'time', '!', 'better', 'redneck', 'necognize', '!']",2
17257,"['man', 'coon', 'could', 'jus', 'quit', 'yo', 'job', 'found', 'ya', 'bos', 'racist', 'shut', 'tha', 'fucc', 'nigga', 'love']","['man', 'coon', 'could', 'jus', 'quit', 'yo', 'job', 'found', 'ya', 'bos', 'racist', 'shut', 'tha', 'fucc', 'nigga', 'love']",0
17258,"['hit', 'ya', 'nigga', 'bitch', 'sorry']","['hit', 'ya', 'nigga', 'bitch', 'sorry', '😈', '😎']",1
17259,"['running', 'train', 'fucking', 'bitch', 'finish', 'somebody', 'else', 'come', 'fuck', 'bitch', 'gangbang', 'speak']","['running', 'train', 'fucking', 'bitch', 'finish', 'somebody', 'else', 'come', 'fuck', 'bitch', 'gangbang', 'speak']",1
17260,"['hoe', 'running', 'back', 'tellin', 'shit', 'hoe', 'trynna', 'fuck', 'nigga', 'tellin', 'u', 'shit', 'mayne']","['hoe', 'running', 'back', 'tellin', 'shit', 'hoe', 'trynna', 'fuck', 'nigga', 'tellin', 'u', 'shit', 'mayne']",1
17261,"['know', 'blocked', 'next', 'week', 'bitch']","['know', 'blocked', 'next', 'week', 'bitch']",1
17262,"['rosecolored', 'glass', 'come', 'still', 'want', 'true', 'love', 'happens']","['rosecolored', 'glass', 'come', 'still', 'want', 'true', 'love', 'happens']",2
17263,"['bitch', 'cute', 'mouth', 'closed', 'smile', 'fuck', 'yall', 'bye', 'teeth', 'laugh', 'laugh', 'laugh']","['bitch', 'cute', 'mouth', 'closed', 'smile', 'fuck', 'yall', 'bye', 'teeth', '😂', '😂', '😂', '👊']",1
17264,"['friend', 'let', 'know', 'phil', 'ill', 'infection', 'gone', 'septic', 'fightin']","['friend', 'let', 'know', 'phil', 'ill', 'infection', 'gone', 'septic', 'fightin']",2
17265,"['loool', 'sad', 'nd', 'best', 'tweaking', 'hoe', 'vine', 'sad']","['LOOOL', '😭', 'nd', 'best', 'tweaking', 'hoe', 'vine', '😭']",1
17266,"['larry', 'elder', 'uncle', 'tom', 'cannot', 'believe', 'degrading', 'child']","['larry', 'elder', 'uncle', 'tom', 'cannot', 'believe', 'degrading', 'child']",2
17267,"['j', 'cole', 'aint', 'trash', 'period']","['j', 'cole', 'aint', 'trash', 'period']",2
17268,"['hoe', 'smh']","['hoe', 'smh']",1
17269,"['never', 'trust', 'bitch', 'try', 'side', 'bitch']","['never', 'trust', 'bitch', 'try', 'side', 'bitch']",1
17270,"['say', 'crazy', 'girl', 'got', 'best', 'pussy', 'unamused']","['say', 'crazy', 'girl', 'got', 'best', 'pussy', '😒']",1
17271,"['nothing', 'last', 'forever', 'category', 'barely', 'recognize', 'yankee', 'tonight']","['nothing', 'last', 'forever', 'category', 'barely', 'recognize', 'yankee', 'tonight']",2
17272,"['aint', 'gettin', 'hand', 'tatted', 'dumb', 'as', 'yo', 'bitch', 'as', 'leave', 'da', 'bus', 'stop', 'last', 'night', 'main', 'goin']","['aint', 'gettin', 'hand', 'tatted', 'dumb', 'as', 'yo', 'bitch', 'as', 'leave', 'da', 'bus', 'stop', 'last', 'night', 'main', 'goin']",1
17273,"['foxtrot', 'uniform', 'charlie', 'kilo']","['foxtrot', 'uniform', 'charlie', 'kilo']",1
17274,"['know', 'got', 'good', 'pussy']","['know', 'got', 'good', 'pussy', '💅']",1
17275,"['want', 'yo', 'bitch', 'gotta', 'foreign', 'sleepy']","['want', 'yo', 'bitch', 'gotta', 'foreign', '😴']",1
17276,"['money', 'ovum', 'bitch', 'yellin', 'ta', 'da', 'grave', 'developed', 'ah', 'young', 'age', 'go', 'afta', 'wat', 'pay']","['money', 'ovum', 'bitch', 'yellin', 'ta', 'da', 'grave', 'developed', 'ah', 'young', 'age', 'go', 'afta', 'wat', 'pay', '😎']",1
17277,"['ever', 'ashamed', 'unless', 'hoe']","['ever', 'ashamed', 'unless', 'hoe']",1
17278,"['girl', 'talking', 'hate', 'sleeping', 'alone', 'well', 'bitch', 'better', 'buy', 'damn', 'teddy', 'bear']","['girl', 'talking', 'hate', 'sleeping', 'alone', 'well', 'bitch', 'better', 'buy', 'damn', 'teddy', 'bear']",1
17279,"['even', 'tell', 'bitch', 'hey', 'without', 'thinking', 'tryna', 'get', 'lmao', 'sumn', 'else', 'get', 'real']","['even', 'tell', 'bitch', 'hey', 'without', 'thinking', 'tryna', 'get', 'lmao', 'sumn', 'else', 'get', 'real']",1
17280,"['stop', 'complaining', 'single', 'hoe', 'bigger', 'problem', 'rn', 'like', 'mcdonald', 'serve', 'breakfast']","['stop', 'complaining', 'single', 'hoe', '!', 'bigger', 'problem', 'rn', 'like', 'mcdonald', 'serve', 'breakfast']",1
17281,"['hoe', 'aint', 'loyal']","['hoe', 'aint', 'loyal', '🙅', '💯', '👌']",1
17282,"['yall', 'act', 'like', 'pussy', 'something', 'magical', 'nigga', 'suddenly', 'pull', 'naw', 'pull']","['yall', 'act', 'like', 'pussy', 'something', 'magical', 'nigga', 'suddenly', 'pull', 'naw', 'pull']",1
17283,"['tell', 'bitch', 'shit', 'get', 'job', 'laugh', 'laugh', 'laugh']","['tell', 'bitch', 'shit', 'get', 'job', '😂', '😂', '😂']",1
17284,"['go', 'college', 'party', 'see', 'bitch']","['go', 'college', 'party', 'see', 'bitch']",1
17285,"['boy', 'discover', 'hoe', 'laugh', 'laugh', 'laugh']","['boy', 'discover', 'hoe', '😂', '😂', '😂']",1
17286,"['hoe', 'temporary', 'good', 'woman', 'always', 'good', 'woman']","['hoe', 'temporary', 'good', 'woman', 'always', 'good', 'woman']",1
17287,"['last', 'retweet', 'bitch', 'confused']","['last', 'retweet', '😩', '🙌', 'bitch', 'confused']",1
17288,"['purposely', 'read', 'message', 'know', 'read', 'reply', 'bitch', 'like']","['purposely', 'read', 'message', 'know', 'read', 'reply', 'bitch', 'like']",1
17289,"['great', 'start', 'morning', 'daughter', 'danced', 'coffee', 'table', 'gave', 'nice', 'shiner', 'yea', 'wh']","['great', 'start', 'morning', '!', 'daughter', 'danced', 'coffee', 'table', 'gave', 'nice', 'shiner', 'yea', 'wh']",2
17290,"['aint', 'nothing', 'cut', 'bitch']","['aint', 'nothing', 'cut', 'bitch']",1
17291,"['rather', 'jack', 'fuck', 'hoe', 'tbh', 'shit', 'boring', 'give', 'wife', 'lmfao', 'little', 'like']","['rather', 'jack', 'fuck', 'hoe', 'tbh', 'shit', 'boring', 'give', 'wife', 'lmfao', 'little', 'like']",1
17292,"['take', 'girl', 'back', 'cheat', 'little', 'bitch']","['take', 'girl', 'back', 'cheat', 'little', 'bitch']",1
17293,"['lmao', 'nigga', 'side', 'hoe']","['lmao', 'nigga', 'side', 'hoe']",1
17294,"['hoe', 'aint', 'loyal']","['hoe', 'aint', 'loyal']",1
17295,"['trying', 'hard', 'resist', 'urge', 'smack', 'bitch']","['trying', 'hard', 'resist', 'urge', 'smack', 'bitch']",1
17296,"['u', 'ur', 'boy', 'discover', 'hoe']","['u', 'ur', 'boy', 'discover', 'hoe']",1
17297,"['wanna', 'ball', 'fist', 'hair', 'shake', 'bitch', 'right']","['wanna', 'ball', 'fist', 'hair', 'shake', 'bitch', 'right']",1
17298,"['hispanic', 'church', 'jesus', 'please', 'respond', 'laugh', 'laugh', 'hoe']","['hispanic', 'church', 'jesus', 'please', 'respond', '😂', '😂', 'hoe']",1
17299,"['dude', 'built', 'like', 'crushed', 'twinkie']","['dude', 'built', 'like', 'crushed', 'twinkie']",2
17300,"['let', 'butt', 'chug', 'mike', 'hard', 'lemonade']","['let', 'butt', 'chug', 'mike', 'hard', 'lemonade']",1
17301,"['pussy', 'turning', 'yugioh', 'card', 'lately']","['pussy', 'turning', 'yugioh', 'card', 'lately']",1
17302,"['free', 'wop']","['free', 'wop']",2
17303,"['wish', 'sombody', 'get', 'hoe', 'away']","['wish', 'sombody', 'get', 'hoe', 'away']",1
17304,"['doubt', 'copied', 'someone', 'else', 'alert', 'mock', 'turtleneck', 'back']","['doubt', 'copied', 'someone', 'else', 'alert', 'mock', 'turtleneck', 'back']",2
17305,"['lmao', 'bruh', 'oooo', 'let', 'find', 'shooting', 'star', 'could', 'wish', 'bitch', 'would']","['LMAO', 'bruh', 'oooo', 'let', 'find', 'shooting', 'star', 'could', 'wish', 'bitch', 'would']",1
17306,"['p', 'hoe', 'ya', 'bitch', 'swim', 'tha', 'hoe', 'gone', 'drown']","['p', 'hoe', 'ya', 'bitch', 'swim', 'tha', 'hoe', 'gone', 'drown']",1
17307,"['bitch', 'maury', 'thug']","['bitch', 'maury', 'thug']",1
17308,"['ih', 'hoe', 'wassuh', 'nigga', 'get', 'dem', 'gut']","['ih', 'hoe', 'wassuh', 'nigga', 'get', 'dem', 'gut']",1
17309,"['close', 'slapping', 'bitch']","['close', 'slapping', 'bitch']",1
17310,"['dr', 'sue', 'made', 'word', 'rhyme', 'nigga', 'trash', 'hated', 'book', 'kid']","['dr', 'sue', 'made', 'word', 'rhyme', 'nigga', 'trash', 'hated', 'book', 'kid']",1
17311,"['let', 'put', 'kid', 'ya', 'mouth', 'bitch', 'ima', 'turn', 'shit', 'foster', 'home']","['let', 'put', 'kid', 'ya', 'mouth', 'bitch', 'ima', 'turn', 'shit', 'foster', 'home']",1
17312,"['bf', 'broke', 'bitch']","['bf', 'broke', 'bitch', '!']",1
17313,"['got', 'old', 'bitch', 'upgrade']","['got', 'old', 'bitch', 'upgrade']",1
17314,"['could', 'literally', 'cry', 'one', 'minute', 'get', 'wipe', 'face', 'walk', 'room', 'like', 'bitch', 'turn', 'uuup', 'laugh', 'laugh', 'laugh', 'idk', 'weird']","['could', 'literally', 'cry', 'one', 'minute', 'get', 'wipe', 'face', 'walk', 'room', 'like', 'bitch', 'turn', 'uuup', '😂', '😂', '😂', 'idk', 'weird']",1
17315,"['bird', 'feather', 'drawing']","['bird', 'feather', 'drawing']",2
17316,"['bitch', 'hoe', 'except', 'mama', 'laugh', 'laugh', 'laugh']","['bitch', 'hoe', 'except', 'mama', '😂', '😂', '😂']",1
17317,"['using', 'word', 'dick', 'pussy', 'regular', 'convo', 'vulgar']","['using', 'word', 'dick', 'pussy', 'regular', 'convo', 'vulgar']",1
17318,"['welp', 'girl', 'dream', 'hoe', 'guy', 'dream', 'aint', 'shit', 'fact', 'life']","['welp', 'girl', 'dream', 'hoe', 'guy', 'dream', 'aint', 'shit', 'fact', 'life']",1
17319,"['girl', 'let', 'guy', 'treat', 'like', 'yellow', 'starburst', 'pink', 'starburst']","['girl', 'let', 'guy', 'treat', 'like', 'yellow', 'starburst', 'pink', 'starburst']",2
17320,"['text', 'thats', 'cuz', 'boring', 'bitch', 'hoe', 'know']","['text', 'thats', 'cuz', 'boring', 'bitch', 'hoe', 'know']",1
17321,"['nice', 'jig', 'kearney', 'dancing', 'much', 'fun', 'bullying']","['nice', 'jig', 'kearney', 'dancing', 'much', 'fun', 'bullying']",2
17322,"['becoming', 'cold', 'hearted', 'bitch', 'really', 'planned', 'life']","['becoming', 'cold', 'hearted', 'bitch', 'really', 'planned', 'life']",1
17323,"['bitch', 'love', 'miley', 'cyrus', 'rihanna', 'cuz', 'speak', 'every', 'girl', 'inner', 'hoe']","['bitch', 'love', 'miley', 'cyrus', 'rihanna', 'cuz', 'speak', 'every', 'girl', 'inner', 'hoe']",1
17324,"['awkward', 'moment', 'changing', 'gym', 'penis', 'head', 'slip', 'slit', 'boxer']","['awkward', 'moment', 'changing', 'gym', 'penis', 'head', 'slip', 'slit', 'boxer']",1
17325,"['claim', 'whatever', 'part', 'u', 'please', 'fuck', 'bliss', 'bruise', 'sweet', 'pussy', 'crop', 'till', 'begs', 'filthy']","['claim', 'whatever', 'part', 'u', 'please', 'fuck', 'bliss', 'bruise', 'sweet', 'pussy', 'crop', 'till', 'begs', 'filthy']",1
17326,"['duncanville', 'girl', 'cold', 'den', 'hoe']","['duncanville', 'girl', 'cold', 'den', 'hoe']",1
17327,"['stupid', 'fucking', 'bitch', 'stupid', 'fucking', 'bitch']","['stupid', 'fucking', 'bitch', 'stupid', 'fucking', 'bitch']",1
17328,"['pussy', 'love', 'speak', 'tongue']","['pussy', 'love', 'speak', 'tongue']",1
17329,"['sorry', 'came', 'pussy', 'like', 'wrecking', 'ball']","['sorry', 'came', 'pussy', 'like', 'wrecking', 'ball']",1
17330,"['god', 'nigga', 'trust', 'trust', 'gun', 'cuz', 'bitch', 'jam', 'fucked', 'trust', 'nigga', 'bitch', 'got', 'dick']","['god', 'nigga', 'trust', 'trust', 'gun', 'cuz', 'bitch', 'jam', 'fucked', 'trust', 'nigga', 'bitch', 'got', 'dick']",1
17331,"['easy', 'would', 'think', 'find', 'astronaut', 'monkey', 'outfit', 'last', 'minute']","['easy', 'would', 'think', 'find', 'astronaut', 'monkey', 'outfit', 'last', 'minute']",2
17332,"['fat', 'bitch', 'want', 'skinny', 'bitch', 'cook', 'nothin', 'laugh', 'laugh', 'laugh', 'hoe', 'aint', 'hungry', 'laugh', 'laugh']","['fat', 'bitch', 'want', 'skinny', 'bitch', 'cook', 'nothin', '😂', '😂', '😂', 'hoe', 'aint', 'hungry', '😂', '😂']",1
17333,"['oh', 'wouldve', 'stood', 'fall', 'back', 'hoe']","['oh', 'wouldve', 'stood', '!', '!', '!', 'fall', 'back', 'hoe']",1
17334,"['bruh', 'fucked', 'shit', 'taste', 'bud', 'bitch']","['bruh', 'fucked', 'shit', 'taste', 'bud', 'bitch']",1
17335,"['stop', 'flattering', 'bitch', 'fan', 'ceiling']","['stop', 'flattering', 'bitch', 'fan', 'ceiling']",0
17336,"['yall', 'still', 'getting', 'face', 'beat', 'igggy', 'still', 'taking', 'pic', 'face', 'full', 'pussy', 'nut', 'dawg', 'yoi', 'slut']","['yall', 'still', 'getting', 'face', 'beat', 'igggy', 'still', 'taking', 'pic', 'face', 'full', 'pussy', 'nut', 'dawg', 'yoi', 'slut', '!']",1
17337,"['dumb', 'bitch']","['dumb', 'bitch', '!']",1
17338,"['bitch', 'corny', 'sooo', 'corny']","['bitch', 'corny', 'SOOO', 'corny', '!']",1
17339,"['oomf', 'pregnant', 'dat', 'dog', 'hood', 'dat', 'chase', 'erbody', 'laugh', 'laugh', 'laugh', 'real', 'funny', 'bitch']","['oomf', 'pregnant', 'dat', 'dog', 'hood', 'dat', 'chase', 'erbody', '😂', '😂', '😂', 'REAL', 'funny', 'bitch', '!', '!', '!']",1
17340,"['twerking', 'chamber', 'secret', 'bad', 'bitch']","['twerking', 'chamber', 'secret', 'bad', 'bitch']",1
17341,"['say', 'potato', 'pimp', 'say', 'put', 'ho']","['say', 'potato', 'pimp', 'say', 'put', 'ho']",1
17342,"['pick', 'president', 'uncle', 'tom', 'association', 'would', 'pick', 'larry', 'elder']","['pick', 'president', 'uncle', 'tom', 'association', 'would', 'pick', 'larry', 'elder']",2
17343,"['hoe', 'aint', 'loyal']","['hoe', 'aint', 'loyal']",1
17344,"['finally', 'finished', 'work', 'going', 'chug', 'bottle', 'wine', 'catch', 'guy', 'challenge', 'accepted']","['finally', 'finished', 'work', 'going', 'chug', 'bottle', 'wine', 'catch', 'guy', 'challenge', 'accepted']",2
17345,"['hoe', 'live', 'jus', 'hit', 'club', 'every', 'weekend', 'sleepy']","['hoe', 'live', 'jus', 'hit', 'club', 'every', 'weekend', '😴', '👐']",1
17346,"['bitch', 'say', 'nah', 'everything', 'cute', 'nah', 'chillin', 'wit', 'bro', 'suck', 'dick', 'nah', 'track', 'showin']","['bitch', 'say', 'nah', 'everything', 'cute', '💁', 'nah', 'chillin', 'wit', 'bro', 'suck', 'dick', 'nah', '🍆', '👅', '💦', 'track', 'showin']",1
17347,"['said', 'hurt', 'feeling', 'dating', 'dyke']","['said', 'hurt', 'feeling', 'dating', 'dyke']",1
17348,"['nigga', 'claim', 'love', 'pussy', 'much', 'champion', 'sexual', 'liberation', 'stigma', 'remov']","['nigga', 'claim', 'love', 'pussy', 'much', 'champion', 'sexual', 'liberation', 'stigma', 'remov']",1
17349,"['slander', 'exist', 'make', 'cum', 'every', 'bad', 'thing', 'say', 'register', 'cuz', 'got', 'pussy']","['slander', 'exist', 'make', 'cum', 'every', 'bad', 'thing', 'say', 'register', 'cuz', 'got', 'pussy']",1
17350,"['love', 'eats', 'brownie', 'love', 'eats', 'brownie']","['love', 'eats', 'brownie', 'love', 'eats', 'brownie']",2
17351,"['wake', 'da', 'bitch', 'get']","['wake', 'da', 'bitch', 'get']",1
