,preprocessing_without_emoticons,preprocessing_with_emoticons,class
23103,"['rank', 'make', 'playoff', 'aunt', 'al', 'basement', 'red', 'position']","['rank', 'make', 'playoff', 'aunt', 'basement', 'red', 'position']",2
23104,['bitch'],"['bitch', 'YAS', '🙌']",1
23105,['bitch'],['bitch'],1
23106,"['case', 'bitch', 'pas']","['case', 'bitch', 'pas']",1
23107,"['case', 'bitch', 'brown']","['case', 'bitch', 'brown', '😜']",1
23108,"['case', 'brownish', 'ice', 'cream']","['case', 'brownish', 'ice', 'cream', '😋']",2
23109,"['may', 'redness', 'piece', 'shit']","['may', 'redness', 'piece', 'shit', '!']",1
23110,"['yayyy', 'donna', 'packing', 'bitch', 'day', 'today']","['yayyy', 'donna', 'packing', 'bitch', 'day', 'today']",1
23111,['bitch'],['bitch'],1
23112,"['yea', 'see']","['yea', 'see']",1
23113,"['yea', 'illiterate', 'hot', 'skilled', 'bitch']","['yea', 'illiterate', 'hot', 'skilled', 'bitch', '👏']",1
23114,"['yea', 'oscar', 'crouch', 'bitch', 'live', 'fuckin', 'trash']","['yea', 'oscar', 'crouch', 'bitch', 'live', 'fuckin', 'trash']",1
23115,"['yea', 'alright', 'redness', 'white', 'trash', 'stupid', 'nigger', 'hollering', 'car', 'going', 'road', 'trying', 'hit', 'fuck']","['yea', 'alright', 'redness', 'white', 'trash', 'stupid', 'nigger', 'hollering', 'car', 'going', 'road', 'trying', 'hit', '!', 'fuck', '!']",0
23116,"['yea', 'bitch', 'laugh', 'dat', 'shit', 'feel']","['yea', 'bitch', '😂', 'dat', 'shit', 'feel']",1
23117,"['yea', 'muddy', 'lot', 'na', 'trash', 'talk', 'going']","['yea', 'muddy', 'lot', 'NBA', 'trash', 'talk', 'going']",2
23118,"['yea', 'brandy', 'white', 'changed', 'whole', 'mind', 'nice']","['yea', 'brandy', 'white', 'changed', 'whole', 'mind', 'nice']",1
23119,"['yea', 'bad']","['yea', 'bad']",1
23120,"['yea', 'bad']","['yea', 'bad']",1
23121,"['yea', 'mike', 'bitchass', 'referee', 'tokyo']","['yea', 'mike', 'bitchass', 'referee', 'tokyo']",1
23122,"['yea', 'bitch', 'crazy']","['yea', 'bitch', 'crazy']",1
23123,"['year', 'bitch', 'dog', 'like', 'shaggy', 'yea', 'stay', 'clean', 'get', 'dirty', 'like', 'harry']","['year', 'bitch', 'dog', 'like', 'shaggy', 'yea', 'stay', 'clean', 'get', 'dirty', 'like', 'harry']",1
23124,"['yeah', 'chris', 'brown', 'definitely', 'greatest', 'wattle', 'cone', 'colored', 'nigga', 'time', 'bullshit', 'song', 'b', 'exactly', 'feeling']","['yeah', 'chris', 'brown', 'definitely', 'greatest', 'wattle', 'cone', 'colored', 'nigga', 'time', 'bullshit', 'song', 'b', 'exactly', 'feeling']",1
23125,"['yeah', 'tell', 'weather', 'getting', 'pussy', 'today']","['yeah', 'tell', 'weather', 'getting', 'pussy', 'today']",1
23126,"['yeah', 'acne', 'still', 'pull', 'bitch']","['yeah', 'acne', 'still', 'pull', 'bitch']",1
23127,"['yeah', 'tried', 'blind', 'shit', 'peace', 'bitch']","['yeah', 'tried', 'blind', 'shit', 'peace', 'bitch', '🌵']",1
23128,"['yeah', 'need', 'get', 'tucked', 'fuckin', 'water', 'proof', 'galaxy', 'got', 'cheer', 'sliding', 'bitch', 'shit']","['yeah', 'need', 'get', 'tucked', 'fuckin', 'water', 'proof', 'galaxy', 'got', 'cheer', 'sliding', 'bitch', 'shit']",1
23129,"['yeah', 'bitch']","['yeah', 'bitch']",1
23130,"['yeah', 'bitch', 'know', 'hot', 'shit', 'back', 'day']","['yeah', 'bitch', 'know', 'hot', 'shit', 'back', 'day']",1
23131,['yeah'],['yeah'],1
23132,['yeah'],['yeah'],1
23133,['yeah'],['yeah'],1
23134,"['yeah', 'living', 'right', 'bitch', 'dead', 'wrong']","['yeah', 'living', 'right', 'bitch', 'dead', 'wrong']",1
23135,"['yeah', 'great', 'one', 'actually', 'fucking', 'hilarious', 'bitch', 'kiss']","['yeah', 'great', 'one', 'actually', 'fucking', 'hilarious', 'bitch', '💁', '😘']",1
23136,"['yeah', 'okay', 'let', 'u', 'put', 'fire', 'cracked', 'cow', 'pie', 'see', 'happens']","['yeah', 'okay', 'let', 'u', 'put', 'fire', 'cracked', 'cow', 'pie', 'see', 'happens']",2
23137,"['yeah', 'right', 'yeah', 'right', 'gun', 'faggot']","['yeah', 'right', 'yeah', 'right', 'gun', 'faggot']",1
23138,"['yeah', 'supposed', 'put', 'trash']","['yeah', 'supposed', 'put', 'trash']",2
23139,"['yeah', 'nl', 'trash', 'fuck', 'london', 'shit']","['yeah', 'NFL', 'trash', 'fuck', 'london', 'shit']",1
23140,"['yeah', 'six', 'complete', 'stadium', 'lead', 'red', '1']","['yeah', 'six', 'complete', 'stadium', 'lead', 'red', '1']",2
23141,"['yeah', 'bad']","['yeah', 'bad']",1
23142,"['yeah', 'bitch', 'laugh', 'laugh', 'laugh']","['yeah', 'bitch', '😂', '😂', '😂']",1
23143,"['yeah', 'eyebrow', 'point', 'pussy', 'clean']","['yeah', 'eyebrow', 'point', 'pussy', 'clean']",1
23144,"['yeah', 'bitch', 'aunt', 'bad', 'hit', 'pas']","['yeah', 'bitch', 'aunt', 'bad', 'hit', 'pas']",1
23145,"['yeah', 'annoying', 'need', 'something', 'bitch', 'play', 'shit', 'fuck', 'heart', 'make', 'wish']","['yeah', 'annoying', 'need', 'something', 'bitch', 'play', 'shit', 'fuck', 'heart', 'make', 'wish']",1
23146,"['yeah', 'forgot', 'say', 'dumb', 'made', 'mistake', 'calling', 'bitch']","['yeah', 'forgot', 'say', 'dumb', 'made', 'mistake', 'calling', 'bitch']",1
23147,"['yeah', 'heard', 'fucking', 'nut', 'like', 'swag', 'fag']","['yeah', 'heard', 'fucking', 'nut', 'like', 'swag', 'fag']",1
23148,"['see', 'boy', 'young', 'sicca', 'told', 'dat', 'wax']","['see', 'boy', 'young', 'sicca', 'told', 'dat', 'wax']",2
23149,"['never', 'seen', 'fat', 'nigga', 'folly', 'bitch', 'emma', 'hurt', 'something']","['never', 'seen', 'fat', 'nigga', 'folly', 'bitch', 'emma', 'hurt', 'something']",1
23150,"['real', 'sicca', 'got', 'porn', 'site', 'n', 'internet', 'history']","['real', 'sicca', 'got', 'porn', 'site', 'n', 'internet', 'history']",1
23151,"['yeezus', 'fuckin', 'trash']","['yeezus', 'fuckin', 'trash']",1
23152,"['yellow', 'jacket', 'gas', 'station', 'trash', 'worst']","['yellow', 'jacket', 'gas', 'station', 'trash', 'THE', 'worst']",2
23153,"['yep', 'hope', 'never', 'fellow', 'u', 'ever', 'pussy', 'good', 'send', 'text']","['yep', 'hope', 'never', 'fellow', 'u', 'ever', 'pussy', 'good', 'YOU', 'send', 'text']",1
23154,"['yep', 'source', 'confirmed', 'gay', 'concert', 'last', 'night', 'trash']","['yep', 'source', 'confirmed', 'gay', 'concert', 'last', 'night', 'trash']",2
23155,"['yes', 'ok', 'beat', 'bitch', 'sweet', 'ah']","['yes', 'ok', 'beat', 'bitch', 'sweet', 'ah']",1
23156,"['yes', 'love', 'sex', 'told', 'bitch', 'rubber']","['yes', 'love', 'sex', 'told', 'bitch', 'rubber']",1
23157,"['yes', 'bitch', 'still', 'love', 'rich', 'lying']","['yes', 'bitch', 'still', 'love', 'rich', 'lying']",1
23158,"['yes', 'law', 'god', 'took', 'extra', 'time', 'lip', 'like', 'lie', 'venner', 'bitch', 'black']","['yes', 'law', 'god', 'took', 'extra', 'time', 'lip', 'like', 'lie', 'venner', 'bitch', 'black']",1
23159,"['yes', 'fuck', 'bitch', 'chill', 'getting', 'live', 'tomorrow']","['yes', 'fuck', 'bitch', 'CHILLIN', 'getting', 'live', 'tomorrow']",1
23160,"['yes', 'ugly', 'bitch', 'shitty', 'platino', 'blonde', 'sunk', 'hair', 'take', 'cut']","['yes', 'ugly', 'bitch', 'shitty', 'platino', 'blonde', 'sunk', 'hair', 'take', 'cut']",1
23161,"['yes', 'yes', 'yes', 'gone', 'hear', 'never', 'met', 'yet', 'tell']","['yes', 'yes', 'yes', 'gone', 'hear', 'never', 'met', 'yet', 'tell']",1
23162,"['yes', 'day', 'machine', 'niche', 'got', 'recorded', 'waiting', 'month', 'season', 'premier']","['yes', '!', 'day', 'machine', 'niche', '!', 'got', 'recorded', '!', 'waiting', 'month', 'season', 'premier', '!', '!', '!']",1
23163,"['yes', 'hairy', 'white', 'man', 'redness', 'tendency', 'absolutely', 'love', 'area', 'franklin', 'fuck', 'later']","['yes', 'hairy', 'white', 'man', 'redness', 'tendency', 'absolutely', 'love', 'area', 'franklin', 'fuck', 'later']",1
23164,"['yes', 'favorite', 'please', 'tell', 'buy', 'trash']","['yes', 'favorite', 'please', 'tell', 'buy', 'trash']",2
23165,"['lesser', 'know', 'man', 'u', 'got', 'pack', 'fag', 'boy', 'coming', 'thou']","['lesser', 'know', 'man', 'u', 'got', 'pack', 'fag', 'boy', 'coming', 'thou']",1
23166,"['yesterday', 'around', 'good', 'day', 'great', 'day', 'saw', 'lot', 'people', 'seen', 'got', 'high', 'caraffe', 'pussy']","['yesterday', 'around', 'good', 'day', 'great', 'day', 'saw', 'lot', 'people', 'seen', 'got', 'high', 'caraffe', 'pussy']",1
23167,"['yesterday', 'saw', 'red', 'hair', 'streak', 'orange', 'yellow', 'combed', 'like', 'wood', 'wood', 'becker']","['yesterday', 'saw', 'red', 'hair', 'streak', 'orange', 'yellow', 'combed', 'like', 'wood', 'wood', 'becker']",2
23168,"['yet', 'tag', 'pussy', 'cry', 'lower']","['yet', 'tag', 'pussy', 'cry', 'lower']",1
23169,"['miss', 'cunt']","['miss', 'cunt']",1
23170,"['u', 'let', 'peckerwood', 'skin', 'get', 'away', 'anything', 'fuck', 'u']","['u', 'let', 'peckerwood', 'skin', 'get', 'away', 'anything', 'fuck', 'u']",1
23171,"['bitch', 'take', 'order', 'right', 'fucking', 'become', 'one']","['bitch', 'take', 'order', 'right', 'fucking', 'become', 'one']",1
23172,"['bitch', 'fun']","['bitch', 'fun']",1
23173,"['bitch', 'looking', 'like', 'want', 'fuck', 'summon']","['bitch', 'LOOKIN', 'like', 'want', 'fuck', 'summon']",1
23174,"['bitch', 'freak', 'tucked', 'ha', 'sleep', 'dat', 'last', 'time', 'slept', 'shit', 'woke', 'ha', 'nd', 'tucked', 'ha', 'aunt', 'sleep', 'long']","['bitch', 'freak', 'tucked', 'ha', 'sleep', 'dat', 'last', 'time', 'slept', 'shit', 'woke', 'ha', 'nd', 'tucked', 'ha', 'aunt', 'sleep', 'long']",1
23175,"['bitch', 'aunt', 'make', 'commitment']","['bitch', 'aunt', 'make', 'commitment']",1
23176,"['bitch', 'as', 'need', 'bos', 'fuck']","['bitch', 'as', 'need', 'bos', 'fuck']",0
23177,"['bitch', 'choosing', 'let']","['bitch', 'choosing', 'let']",1
23178,"['bitch', 'choosing', 'let']","['bitch', 'choosing', 'let']",1
23179,"['bitch', 'choosing', 'let']","['bitch', 'choosing', 'let']",1
23180,"['bitch', 'choosing', 'let']","['bitch', 'choosing', 'let']",1
23181,"['bitch', 'jet', 'lagging']","['bitch', 'jet', 'lagging']",1
23182,"['bitch', 'go', 'wild', 'mile', 'pussy', 'car']","['bitch', 'go', 'wild', 'mile', 'pussy', 'car']",1
23183,"['bitch', 'know', 'wat', 'talking', 'bout']","['bitch', 'know', 'wat', 'talking', 'bout']",1
23184,"['bitch', 'like', 'get', 'cut', 'go', 'move', 'mane', 'bitch', 'like', 'get', 'fine', 'go', 'gun', 'range']","['bitch', 'like', 'get', 'cut', 'go', 'move', 'mane', 'bitch', 'like', 'get', 'fine', 'go', 'gun', 'range']",1
23185,"['bitch', 'dick', 'come', 'crib', 'get', 'passed', 'around', 'love']","['bitch', 'dick', 'come', 'crib', 'get', 'passed', 'around', 'love']",0
23186,"['bitch', 'book', 'got', 'throwbac', 'pussy']","['bitch', 'book', 'got', 'throwbac', 'pussy', '!']",1
23187,"['bitch', 'anna', 'fuck', 'squad']","['bitch', 'anna', 'fuck', 'squad']",1
23188,"['bitch', 'anna', 'fuck', 'squad']","['bitch', 'anna', 'fuck', 'squad', '!', '!', '😎']",1
23189,"['gun', 'stop', 'little', 'bitch', 'know', 'everything', 'happens', 'reason', 'meant']","['gun', 'stop', 'little', 'bitch', 'know', 'everything', 'happens', 'reason', 'meant', '👏']",1
23190,"['daddy', 'bitch', 'son', 'body']","['daddy', 'bitch', 'son', 'body']",1
23191,"['fuck', 'limestone', 'commercial', 'given', 'bitch', 'idea', 'run', 'gun', 'video', 'game', 'would', 'cut', 'bitch']","['fuck', 'limestone', 'commercial', 'given', 'bitch', 'idea', 'run', 'gun', 'video', 'game', 'would', 'cut', 'bitch']",1
23192,"['fuck', 'part', 'still', 'bitch']","['fuck', 'part', 'still', 'bitch']",1
23193,"['like', 'tick', 'hunting', 'blood']","['like', 'tick', 'hunting', 'blood']",1
23194,"['homegirl', 'fat', 'got', 'mustache', 'need', 'pas', 'bitch']","['homegirl', 'fat', 'got', 'mustache', 'need', 'pas', 'bitch', '😍', '😍']",1
23195,"['get', 'like', 'floppy', 'bird', 'need', 'self', 'evaluation', 'probably', 'life']","['get', 'like', 'floppy', 'bird', 'need', 'self', 'evaluation', 'probably', 'life']",2
23196,"['main', 'bitch', 'side']","['main', 'bitch', 'side', '!']",1
23197,"['homegirl', 'saying', 'bitch']","['homegirl', 'saying', 'bitch']",1
23198,"['pussy', 'aunt', 'shit', 'unless']","['pussy', 'aunt', 'shit', 'unless']",1
23199,"['pussy', 'aunt', 'shit', 'unless', 'jake', 'state', 'farm']","['pussy', 'aunt', 'shit', 'unless', 'jake', 'state', 'farm']",1
23200,"['pussy', 'scrapehouse', 'visit']","['pussy', 'scrapehouse', 'visit']",1
23201,"['pussy', 'operated']","['pussy', 'operated']",1
23202,"['nigga', 'lying', 'laugh', 'laugh', 'laugh', 'bitch', 'calling', 'cm', 'u', 'feel', 'ok', 'back', 'bob']","['nigga', 'lying', '😂', '😂', '😂', 'bitch', 'calling', 'MCM', 'u', 'feel', 'ok', 'back', 'bob']",1
23203,"['teacher', 'baltimore', 'bullshitin', 'bitch', 'may']","['teacher', 'baltimore', 'bullshitin', 'bitch', 'may']",1
23204,"['nigh', 'catch', 'every', 'sweet', 'oh', 'goodness']","['nigh', 'catch', 'every', 'sweet', 'oh', 'goodness']",1
23205,"['bitch', 'may', 'tried', 'run', 'store', 'gargle', 'clothes', 'got', 'caught']","['bitch', 'may', 'tried', 'run', 'store', 'gargle', 'clothes', 'got', 'caught']",1
23206,"['around', 'age', 'bitch', 'firing']","['around', 'age', 'bitch', 'firing']",1
23207,"['brown', 'fund', 'high', 'last', 'night']","['brown', 'fund', 'high', 'last', 'night']",1
23208,"['portsmouth', 'biggest', 'white', 'trash', 'county', 'nation']","['portsmouth', 'biggest', 'white', 'trash', 'county', 'nation']",0
23209,"['see', 'shout', 'radical']","['SEE', 'YOU', 'shout', 'RADICAL']",0
23210,"['need', 'phone', 'use', 'stupid', 'watch', 'apple', 'grafting', 'people', 'ankle', 'shaking', 'money', 'ruble', 'pocket']","['NEED', 'phone', 'use', 'stupid', 'watch', 'apple', 'grafting', 'people', 'ankle', 'shaking', 'money', 'ruble', 'pocket']",2
23211,"['basic', 'as', 'bitch']","['basic', 'as', 'bitch']",1
23212,['bitch'],['bitch'],1
23213,"['like', 'cause', 'man', 'pussy']","['like', 'cause', 'man', 'pussy']",1
23214,"['faggot', 'bring', 'jacket', 'work', 'keep', 'desk', 'b', 'c', 'office', 'cold']","['faggot', 'bring', 'jacket', 'work', 'keep', 'desk', 'b', 'c', 'office', 'cold']",1
23215,"['embody', 'know']","['embody', 'know']",1
23216,"['deal', 'fried', 'chicken']","['deal', 'fried', 'chicken']",1
23217,"['u', 'eat', 'candy', 'corn']","['u', 'eat', 'candy', 'corn']",1
23218,"['cry', 'as', 'pregnant', 'smile', 'riding', 'dick', 'bitch']","['cry', 'as', 'pregnant', 'smile', 'riding', 'dick', 'bitch']",0
23219,"['ever', 'show', 'midnight']","['ever', 'show', 'midnight']",1
23220,"['like', 'getting', 'drunk']","['like', 'getting', 'drunk']",1
23221,"['take', 'taxi', 'club']","['take', 'taxi', 'club']",1
23222,[],[],1
23223,"['lame', 'as', 'nigga', 'still', 'coffin', 'hoe', 'bitch', 'got', 'bitch', 'er']","['lame', 'as', 'nigga', 'still', 'coffin', 'hoe', 'bitch', 'got', 'bitch', 'er']",0
23224,"['pussy', 'dawn']","['pussy', 'dawn']",1
23225,"['pussy', 'give', 'pussy']","['pussy', 'give', 'pussy']",1
23226,"['real', 'life', 'faggot', 'ever', 'fight', 'another', 'man', 'tucked', 'girl', 'gutta', 'take', 'l', 'like', 'man', 'move']","['real', 'life', 'faggot', 'ever', 'fight', 'another', 'man', 'tucked', 'girl', 'gutta', 'take', 'l', 'like', 'man', 'move']",0
23227,"['could', 'would', 'as', 'nigh', 'wish', 'nigh', 'would', 'hood', 'as', 'nigh']","['could', 'would', 'as', 'nigh', 'wish', 'nigh', 'would', 'hood', 'as', 'nigh']",1
23228,['stupid'],['stupid'],1
23229,"['world', 'class']","['world', 'class']",1
23230,"['aunt', 'got', 'job', 'diploma', 'money', 'bitch', 'parent', 'give', 'money', 'weed', 'yet', 'need', 'act', 'like', 'adult']","['aunt', 'got', 'job', 'diploma', 'money', 'bitch', 'parent', 'give', 'money', 'weed', 'yet', 'need', 'act', 'like', 'adult']",1
23231,"['aunt', 'bitch', 'bitch', 'within']","['aunt', 'bitch', 'bitch', 'within']",1
23232,"['aunt', 'bitch', 'bitch', 'within']","['aunt', 'bitch', 'bitch', 'within']",1
23233,"['aunt', 'main', 'bitch', 'fuck', 'care']","['aunt', 'main', 'bitch', 'FUCC', 'care', '!', '!', '!']",1
23234,"['aunt', 'nothing', 'piece', 'cheese', 'corner', 'word', 'aunt', 'never', 'gone', 'slice', 'bitch', 'laugh', 'laugh', 'laugh']","['aunt', 'nothing', 'piece', 'cheese', 'corner', 'word', 'aunt', 'never', 'gone', 'slice', 'bitch', '😂', '😂', '😂']",1
23235,"['aunt', 'squad', 'bitch']","['aunt', 'squad', 'bitch']",1
23236,"['aunt', 'trying', 'fur', 'get', 'shoe']","['aunt', 'trying', 'fur', 'get', 'shoe']",1
23237,"['retarded', 'really', 'hendricks', 'trying', 'miss', 'trapper', 'think', 'cut', 'name', 'said', 'coming']","['retarded', 'really', 'hendricks', 'trying', 'miss', 'trapper', 'think', 'cut', 'name', 'said', 'coming']",2
23238,"['always', 'buy', 'colored', 'goldfish', 'smash', 'low', 'constant', 'inspiration']","['always', 'buy', 'colored', 'goldfish', 'smash', 'low', 'constant', 'inspiration']",2
23239,"['always', 'find', 'something', 'bitch']","['always', 'find', 'something', 'bitch']",1
23240,"['always', 'see', 'shit', 'old', 'york', 'rd', 'late', 'night', 'done', 'seen', 'like', 'tranny', 'midge']","['always', 'see', 'shit', 'old', 'york', 'rd', 'late', 'night', 'done', 'seen', 'like', 'tranny', 'midge']",1
23241,"['bbw', 'shit', 'get', 'planet', 'take', 'stud', 'hoe']","['BBW', 'shit', 'get', 'planet', 'take', 'stud', 'hoe']",1
23242,"['ouh', 'bitch', 'as', 'get', 'smacked', 'quick']","['ouh', 'bitch', 'as', 'get', 'smacked', 'quick']",1
23243,"['boy', 'dont', 'say', 'clutch', 'fag', 'as', 'bitch', 'shit', 'lingo']","['BOY', 'DONT', 'say', 'clutch', 'fag', 'as', 'bitch', 'shit', 'lingo']",1
23244,['bitch'],['bitch'],1
23245,['bitch'],['bitch'],1
23246,['jiggaboo'],"['jiggaboo', '!']",0
23247,"['beyond', 'retarded']","['beyond', 'retarded']",1
23248,"['face', 'going', 'put', 'blast', 'bitch']","['face', 'going', 'put', 'blast', 'bitch']",1
23249,"['arguing', 'bout', 'bitch', 'god', 'damn', 'slut']","['arguing', 'bout', 'bitch', 'god', 'damn', 'slut']",1
23250,"['ask', 'emma', 'make', 'dat', 'bitch', 'bitch']","['ask', 'emma', 'make', 'dat', 'bitch', 'bitch', '!', '!']",1
23251,"['club', 'every', 'week', 'bitch', 'get', 'life']","['club', 'EVERY', 'week', 'bitch', 'get', 'life']",1
23252,"['side', 'laugh', 'laugh', 'laugh']","['side', '😂', '😂', '😂', '💀', '💀', '👊']",1
23253,"['better', 'pray', 'god', 'like', 'bitch', 'cause', 'might', 'catch', 'eye', 'might', 'get', 'hit']","['better', 'pray', 'god', 'like', 'bitch', 'cause', 'might', 'catch', 'eye', 'might', 'get', 'hit']",1
23254,"['better', 'watch', 'fuckin', 'everybody']","['better', 'watch', 'fuckin', 'everybody']",1
23255,"['better', 'work', 'bitch']","['better', 'work', 'bitch']",1
23256,"['bitch', 'hole', 'never', 'text', 'back', 'guess', 'hata', 'never', 'text', 'anyone', 'back', 'bad']","['bitch', 'hole', 'never', 'text', 'back', 'guess', 'hata', 'never', 'text', 'anyone', 'back', 'bad']",1
23257,"['bitch', 'like', 'text', 'femoris']","['bitch', 'like', 'text', 'femoris']",1
23258,"['bitch', 'got', 'one', 'friend', 'wear', 'fit', 'every', 'function', 'even', 'clean', 'laugh']","['bitch', 'got', 'one', 'friend', 'wear', 'fit', 'every', 'function', 'even', 'clean', '😂']",1
23259,"['bitch', 'crazy']","['bitch', 'crazy']",1
23260,"['bitch', 'relate', 'stop']","['bitch', 'relate', 'stop']",1
23261,"['bitch', 'got', 'way', 'tucked', 'ida', 'many', 'pineapple', 'eat', 'pussy', 'still', 'taste', 'give', 'shit', 'please']","['bitch', 'got', 'way', 'tucked', 'ida', 'many', 'pineapple', 'eat', 'pussy', 'still', 'taste', 'give', 'shit', 'please']",1
23262,"['bitch', 'make', 'sick']","['bitch', 'make', 'sick']",1
23263,"['bitch', 'entertain', 'attention', 'get', 'night', 'worst', 'kind', 'hoe']","['bitch', 'entertain', 'attention', 'get', 'night', 'worst', 'kind', 'hoe']",1
23264,"['bitch', 'wearing', 'legging', 'everyday', 'sick', 'know', 'wore', 'pair', 'day', 'row', 'fool']","['bitch', 'wearing', 'legging', 'everyday', 'sick', 'know', 'wore', 'pair', 'day', 'row', 'fool']",1
23265,"['bitter', 'bitch', 'need', 'life']","['bitter', 'bitch', 'need', 'life', '!']",1
23266,"['boil', 'blood', 'spoil', 'much', 'arrogant', 'bitch', 'u', 'try', 'show', 'lip', 'nd', 'likely', 'go', 'nut']","['boil', 'blood', 'spoil', 'much', 'arrogant', 'bitch', 'u', 'try', 'show', 'lip', 'nd', 'likely', 'go', 'nut']",1
23267,"['ask', 'tucked', 'bitch', 'ask', 'father', 'day', 'hoe', 'gutta', 'line']","['ask', 'tucked', 'bitch', 'ask', 'father', 'day', '!', '!', 'hoe', 'gutta', 'line', '!']",1
23268,['love'],['love'],1
23269,"['buy', 'bitch', 'everything', 'world', 'bet', 'still', 'find', 'something', 'complain']","['buy', 'bitch', 'everything', 'world', 'bet', 'still', 'find', 'something', 'complain']",1
23270,"['buy', 'bitch', 'etc']","['buy', 'bitch', 'etc']",1
23271,"['buy', 'fucking', 'life', 'never', 'even', 'broken', 'sweat', 'stop', 'cry', 'bitch']","['buy', 'fucking', 'life', 'never', 'even', 'broken', 'sweat', 'stop', 'cry', 'bitch']",1
23272,"['call', 'bitch', 'ok', 'thief', 'get']","['call', 'bitch', '!', 'thief', 'get']",1
23273,"['expect', 'total', 'bitch', 'towards', 'yet']","['expect', 'total', 'bitch', 'towards', 'yet']",1
23274,"['say', 'word', 'negro', 'attached', 'word', 'league', 'totally', 'cool', 'gun']","['say', 'word', 'negro', 'attached', 'word', 'league', 'totally', 'cool', 'gun']",2
23275,"['say', 'fool', 'stand', 'nothing', 'well', 'say', 'cunt']","['say', 'fool', 'stand', 'nothing', 'well', 'say', 'cunt']",1
23276,"['mad', 'people', 'call', 'acting', 'like', 'one']","['mad', 'people', 'call', 'acting', 'like', 'one']",1
23277,"['blame', 'bitch', 'attract', 'say', 'asshole', 'talk', 'hoe', 'kind']","['blame', 'bitch', 'attract', 'say', 'asshole', 'talk', 'hoe', 'kind']",1
23278,"['call', 'bitch', 'bitch', 'bitch']","['call', 'bitch', 'bitch', 'bitch']",1
23279,"['owe', 'shit', 'trust', 'niche']","['owe', 'shit', 'trust', 'niche', '!']",1
23280,"['owe', 'shit', 'ion', 'trust', 'niche']","['owe', 'shit', 'ion', 'trust', 'niche']",0
23281,"['play', 'fool', 'nigh']","['play', 'fool', 'nigh']",1
23282,"['put', 'anything', 'past', 'new', 'york', 'bitch', 'detroit', 'bitch', 'chicago', 'bitch']","['put', 'anything', 'past', 'new', 'york', 'bitch', 'detroit', 'bitch', 'chicago', 'bitch']",1
23283,"['put', 'pussy', 'pedestal']","['put', 'pussy', 'pedestal']",1
23284,"['spell', 'patrick', 'without', 'trick', 'trick', 'treat', 'bitch']","['spell', 'patrick', 'without', 'trick', 'trick', 'treat', 'bitch']",1
23285,"['treat', 'hoe', 'like', 'lady']","['treat', 'hoe', 'like', 'lady']",1
23286,"['trust', 'thick', 'got', 'pet', 'cat', 'b', 'bitch', 'mad', 'speak']","['trust', 'thick', 'got', 'pet', 'cat', 'b', 'bitch', 'mad', 'speak']",1
23287,"['tell', 'bitch', 'nothing', 'belong', 'city']","['tell', 'bitch', 'nothing', 'belong', 'city']",1
23288,"['could', 'viewing', 'future', 'rosecolored', 'glass', 'tibia']","['could', 'viewing', 'future', 'rosecolored', 'glass', 'tibia']",2
23289,"['could', 'fuck', 'bitch', 'femme', 'fuck', 'bitch', 'laugh', 'laugh', 'laugh']","['could', 'fuck', 'bitch', 'femme', 'fuck', 'bitch', '😂', '😂', '😂', '💯']",1
23290,"['da', 'le', 'deserve', 'crown', 'bitch']","['da', 'le', 'deserve', 'crown', 'bitch', '!']",1
23291,"['something', 'different', 'turn']","['something', 'different', 'turn']",1
23292,"['say', 'showed', 'bitch', 'nobody', 'said', 'shut', 'fuck', 'fat', 'made', 'retarded']","['HAVE', 'say', 'showed', 'bitch', 'nobody', 'said', 'shut', 'fuck', 'fat', 'made', 'retarded']",1
23293,"['know', 'bar', 'double', 'brother', 'member', 'michael', 'macdonald', 'say', 'come', 'tranny']","['know', 'bar', 'double', 'brother', 'member', 'michael', 'macdonald', 'say', 'come', 'tranny']",1
23294,"['done', 'clown', 'bitch']","['done', 'clown', 'bitch']",1
23295,"['drink', 'light', 'beer', 'hahahahahahahahahahaha', 'pussy']","['drink', 'light', 'beer', 'hahahahahahahahahahaha', 'pussy', '!']",1
23296,"['dumb', 'bitch', 'think', 'work', 'free']","['dumb', 'bitch', 'think', 'work', 'free', '!']",1
23297,"['stupid', 'bitch', 'like', 'hard', 'understand']","['stupid', 'bitch', 'like', '👊', 'hard', 'understand']",1
23298,"['ever', 'dream', 'fucking', 'thick', 'fuck', 'real', 'life', 'pussy', 'better', 'dream']","['ever', 'dream', 'fucking', 'thick', 'fuck', 'real', 'life', 'pussy', 'better', 'dream']",1
23299,"['ever', 'piece', 'pussy', 'man', 'mind', 'like', 'money']","['ever', 'piece', 'pussy', 'man', 'mind', 'like', 'money']",1
23300,"['ever', 'sex', 'pharaoh', 'put', 'pussy', 'sarcophagus']","['ever', 'sex', 'pharaoh', 'put', 'pussy', 'sarcophagus']",1
23301,"['ever', 'random', 'woke', 'bitch', 'standing', 'staring']","['ever', 'random', 'woke', 'bitch', 'standing', 'staring']",1
23302,"['ever', 'see', 'bitch', 'comment', 'vine', 'like', 'oh', 'god', 'known', 'damn', 'well', 'would', 'neve', 'shit', 'like', 'lmfaaoo']","['ever', 'see', 'bitch', 'comment', 'vine', 'like', 'oh', 'god', '!', 'known', 'damn', 'well', 'would', 'neve', 'shit', 'like', 'lmfaaoo']",1
